Planet Name,Discovery Year,Orbital Period (days),SemiMajor Axis (AU),Spectral_Type,Mass (Earth Mass),Temperature,Stellar_Luminosity,Right Ascension (RA),Declination (Dec),radius,density,Ri (AU),Ro (AU),Habitable Zone
WASP-70 A b,2014,3,0,G4,187,5489,1,315,-13,13,0,1.1489566878408912,1.6552441634790889,No
HD 25015 b,2019,6134,6,K2 V,2884,4886,0,59,-20,12,8,0.6127786950294248,0.8827994729356144,No
HD 220689 b,2012,2266,3,G3 V,381,5647,1,351,-20,13,0,1.0612156779032282,1.5288400995713385,No
HD 23596 b,2003,1535,2,F8,3786,5766,2,57,40,12,10,1.6154877062711914,2.3273519578902637,No
K2-19 c,2015,11,0,G9 V,10,5048,0,174,0,4,0,0.6711253715722504,0.9668565978281138,No
K2-136 b,2017,7,0,K5.5,4,4226,0,67,22,1,24,0.38976573550493204,0.561515908864282,No
GJ 3138 b,2017,1,0,M0,1,3443,0,32,-16,1,5,0.20221047875313394,0.2913144753780205,No
HD 148164 b,2018,328,0,F8,390,5758,2,246,11,13,0,1.3941312346933066,2.008454812762755,No
HD 24064 b,2015,535,1,K0,4096,3778,351,59,74,12,12,17.877371184832263,25.755030302883533,No
LHS 1140 c,2018,3,0,M4.5 V,1,2714,0,11,-15,1,6,0.05436303033441304,0.07831808598387735,No
BD-06 1339 b,2013,3,0,K7/M0 V,8,4050,0,88,-5,2,2,0.29397043661755595,0.42350843560605383,No
Qatar-4 b,2017,1,0,K1 V,1938,4941,0,4,44,12,5,0.6611555644542698,0.9524935977101017,No
HAT-P-51 b,2015,4,0,G7,98,5175,0,21,32,14,0,0.8836975631893094,1.2730986722385125,No
HD 66428 b,2005,2269,3,G8 IV (+ G),3478,5442,1,120,-1,12,10,1.0648873240620953,1.5341296556870228,No
HD 70642 b,2003,2124,3,G6 V,1239,5458,1,125,-39,13,3,0.9667265751100809,1.3927143973878706,No
HIP 91258 b,2013,5,0,G5 V,346,5245,0,279,61,13,0,0.7384203510045859,1.0638050930286955,No
BD+15 2375 b,2016,153,0,G5,337,4375,37,176,14,13,0,5.811706282833362,8.372633195244376,No
CoRoT-21 b,2012,2,0,F8 IV,718,5926,5,101,0,14,1,2.1468596691122936,3.092872842565216,No
HD 14787 b,2018,676,1,G5,356,4672,13,35,10,13,0,3.441942868962633,4.958634128833089,No
GJ 1148 c,2017,532,0,M5,68,3013,0,175,42,9,0,0.11086734756596105,0.15972101639777184,No
TOI-849 b,2020,0,0,G,39,5100,0,28,-29,3,5,0.741828744482122,1.0687153942352046,No
CoRoT-26 b,2013,4,0,G5,165,5316,2,279,6,14,0,1.602520734489518,2.308671093253019,No
7 CMa c,2019,996,2,K1III(+M),276,4552,11,99,-19,13,0,3.241930180101885,4.6704858989109885,No
HD 108236 b,2020,3,0,G3 V,3,5386,0,186,-51,1,4,0.8022387903316897,1.1557451116007107,No
TOI-270 b,2019,3,0,M,1,3232,0,68,-51,1,4,0.132832289256134,0.19136480412151946,No
Kepler-167 e,2016,1071,1,K4,321,4610,0,292,38,10,1,0.5126295740737586,0.7385196670092975,No
HD 92788 b,2000,325,0,G6 V,1195,5470,1,160,-2,13,2,0.9756715859768778,1.4056010250442588,No
WASP-147 b,2018,4,0,G4,87,5428,1,359,-22,12,0,1.3267944843071307,1.9114461402480243,No
bet Cnc b,2014,605,1,K4 III,2479,3818,794,124,9,12,6,26.87222687128988,38.713466886184456,No
mu Leo b,2014,357,1,K2 III,762,4265,62,148,26,13,1,7.547509310255544,10.87331739030237,No
HD 30562 b,2009,1157,2,G2 IV,467,5608,2,72,-5,13,1,1.6006768259550406,2.3060146668864,No
HD 111591 b,2017,1056,2,K0 III,1398,4610,38,192,22,12,3,5.885775019591905,8.479340302233968,No
HD 106270 b,2011,1888,3,G5 IV,3623,5235,5,183,-9,12,10,2.2766887284362376,3.279911044239967,No
HD 3167 d,2017,8,0,K0 V,4,4987,0,8,4,1,3,0.6987207768293118,1.006611911473946,No
HD 112640 b,2020,613,1,K0 III,1589,3881,283,194,67,12,4,16.062149263072868,23.139931297665314,No
TOI-784 b,2023,2,0,G,9,5284,0,159,-63,1,7,0.7661320969855687,1.103728012909196,No
rho CrB b,1997,39,0,G0 V,347,5543,1,240,33,13,0,1.286185642832036,1.852943022986387,No
WASP-84 b,2014,8,0,K0,220,5006,0,131,1,10,0,0.6558486930282017,0.9448482547243359,No
rho CrB c,2016,102,0,G0 V,28,5543,1,240,33,5,0,1.286185642832036,1.852943022986387,No
LHS 3844 b,2019,0,0,M5,2,2769,0,340,-69,1,5,0.049751211114339285,0.07167406978393433,No
LHS 1815 b,2020,3,0,M1,1,3351,0,91,-55,1,6,0.193109508025088,0.27820316418673374,No
LTT 9779 b,2020,0,0,G7 V,29,5169,0,358,-37,4,1,0.803162933749146,1.1570764785827308,No
TOI-1685 b,2021,0,0,M3.0 V,3,3160,0,68,43,1,3,0.16588367852480534,0.23898027976198996,No
TOI-1634 b,2021,0,0,M2,7,3276,0,56,37,1,7,0.16210770500350785,0.2335404244578492,No
GJ 367 b,2021,0,0,M1.0 V,0,3248,0,146,-45,0,8,0.16173486762812742,0.23300329638674236,No
WASP-84 c,2023,1,0,K0,15,5006,0,131,1,1,11,0.6558486930282017,0.9448482547243359,No
BD-210397 b,2023,1891,2,K7 V,214,3785,0,33,-21,14,0,0.3501899332169815,0.5045010392478878,No
BD-210397 c,2023,6360,5,K7 V,759,3785,0,33,-21,13,1,0.3501899332169815,0.5045010392478878,No
rho CrB d,2023,282,0,G0 V,21,5543,1,240,33,4,0,1.286185642832036,1.852943022986387,No
rho CrB e,2023,12,0,G0 V,3,5543,1,240,33,1,3,1.286185642832036,1.852943022986387,No
HD 114082 b,2022,109,0,F3 V,2542,6377,3,197,-60,11,9,1.8655360996892667,2.687584113003415,No
HD 89744 b,1999,256,0,F7 V,2653,6017,6,155,41,12,7,2.3839857625712866,3.4344884894911067,No
TOI-178 f,2021,15,0,K,7,4042,0,7,-30,2,3,0.34658012771371105,0.49930057385714144,No
TOI-2196 b,2022,1,0,G V,26,5360,0,312,-70,3,3,0.9490818265770763,1.367294494849859,No
HIP 21152 b,2022,22000,17,F5 V,7627,6381,4,68,5,12,24,1.98291298813137,2.8566830978278386,No
K2-138 c,2017,3,0,G8 V,6,5083,0,348,-10,2,2,0.6851783903560982,0.9871020758059985,No
Kepler-42 d,2011,1,0,M,0,2794,0,292,44,0,3,0.04669857812726879,0.06727629483857285,No
Kepler-303 b,2014,1,0,M0 V,0,3670,0,283,43,0,4,0.27944970624187876,0.40258914904098736,No
HD 5278 b,2021,14,0,F V,7,5929,1,12,-83,2,2,1.3161447550821392,1.8961036105174862,No
GJ 27.1 b,2014,15,0,M0.5 V,13,3268,0,9,-44,3,1,0.15374594046866208,0.2214940504829526,No
HD 102365 b,2010,122,0,G3/5V,16,5356,0,176,-40,4,1,0.8929017156254884,1.2863586321316804,No
CoRoT-36 b,2022,5,0,F3 V,216,6456,6,277,7,15,0,2.4311046691185294,3.50237033036224,No
HD 220197 b,2018,1728,2,G5,63,5409,0,350,16,9,0,0.9501751266433772,1.3688695573155092,No
TOI-677 b,2020,11,0,F8,392,6021,2,144,-50,13,0,1.3655375827275584,1.9672613752470216,No
gam1 Leo b,2009,428,1,K1 IIIb Fe-0.5,2790,4056,323,154,19,12,7,17.151561204572815,24.709392337298453,No
TOI-700 c,2020,16,0,M2.5 V,7,3185,0,97,-65,2,2,0.14431240269157783,0.20790362665607937,No
TOI-700 d,2020,37,0,M2.5 V,1,3185,0,97,-65,1,5,0.14431240269157783,0.20790362665607937,Yes
TOI-700 e,2023,27,0,M2.5 V,0,3185,0,97,-65,0,5,0.14431240269157783,0.20790362665607937,No
HATS-3 b,2013,3,0,F,340,6077,2,312,-24,15,0,1.611772187651318,2.3219991969246605,No
EPIC 220674823 c,2016,13,0,G5 V,8,5258,0,13,10,2,2,0.8313878194376293,1.1977386530538334,No
LHS 1678 b,2021,0,0,M2.0 V,0,3216,0,68,-39,0,6,0.1147634663734208,0.16533395897821657,No
Kepler-446 b,2015,1,0,M4,2,3085,0,282,44,1,4,0.07166443106668634,0.10324334459908639,No
Kepler-81 d,2014,20,0,M0 V,1,4226,0,293,42,1,5,0.34261285779798617,0.4935851274504626,No
Kepler-252 b,2014,6,0,M0 V,2,3934,0,295,44,1,6,0.385747977244188,0.5557277264360446,No
HD 156668 c,2021,811,1,K2,31,4630,0,259,29,6,0,0.5138113072877709,0.7402221306669651,No
CoRoT-35 b,2022,3,0,F6 V,349,6116,2,289,-2,18,0,1.4464507713737564,2.083828940127804,No
BD+45 564 b,2021,307,0,K1,432,4730,0,32,45,13,0,0.6022872331689515,0.8676849510439791,Yes
K2-35 b,2016,2,0,K4 V,2,4129,0,170,1,1,5,0.3782715311983058,0.5449567863196957,No
HD 80653 b,2020,0,0,G2,5,5685,1,140,14,1,7,1.2569084832344417,1.8107648903726759,No
K2-19 b,2015,7,0,G9 V,32,5048,0,174,0,7,0,0.681245517066422,0.9814361828899891,No
CoRoT-5 b,2009,4,0,F9 V,148,5826,1,101,0,15,0,1.1730152476867655,1.6899041216724917,No
Kepler-235 b,2014,3,0,M0 V,5,3981,0,286,39,2,2,0.26810422464540046,0.38624428383138537,No
KOI-142 b,2013,10,0,G6 V,9,5192,0,291,40,3,1,0.7885035581181201,1.135957452765403,No
Kepler-452 b,2015,384,1,G2,3,5483,1,296,44,1,4,1.0502765222311594,1.513080607702583,No
KELT-11 b,2017,4,0,G8/K0 IV,54,5101,5,161,-9,15,0,2.2454513880244673,3.234908977629121,No
KELT-9 b,2017,1,0,B9.5-A0,915,9896,52,307,39,21,0,6.939108168343313,9.99682443816448,No
WASP-107 b,2017,5,0,K6,30,4151,0,188,-10,10,0,0.34658012771371105,0.49930057385714144,No
55 Cnc b,1996,14,0,K0 IV-V,263,4898,0,133,28,13,0,0.7599826145450145,1.094868762577251,No
55 Cnc c,2004,44,0,G8V,54,4898,0,133,28,8,0,0.7599826145450145,1.094868762577251,No
55 Cnc d,2002,5574,5,G8 V,1232,4898,0,133,28,13,3,0.7599826145450145,1.094868762577251,No
55 Cnc e,2004,0,0,G8 V,7,4898,0,133,28,1,6,0.7599826145450145,1.094868762577251,No
55 Cnc f,2007,259,0,G8V,44,4898,0,133,28,7,0,0.7599826145450145,1.094868762577251,Yes
CoRoT-1 b,2008,1,0,G0 V,327,5676,1,102,-3,16,0,1.3437041467381303,1.9358070411779904,No
GJ 1214 b,2009,1,0,M4 V,8,2976,0,258,4,2,2,0.06468501116117563,0.09318844506690648,No
GJ 436 b,2004,2,0,M2.5 V,22,3312,0,175,26,4,1,0.15374594046866208,0.2214940504829526,No
HAT-P-12 b,2009,3,0,K4,67,4376,0,209,43,10,0,0.4368211495486999,0.6293062792762472,No
HAT-P-13 b,2009,2,0,G4,270,5379,2,129,47,14,0,1.420050069475855,2.0457947755759855,No
HAT-P-13 c,2009,446,1,G4,4538,5379,2,129,47,12,13,1.420050069475855,2.0457947755759855,No
HAT-P-14 b,2010,4,0,F5 V,1093,6326,4,260,38,15,1,2.0012606561105275,2.8831156610892297,No
HAT-P-16 b,2010,2,0,F8,1332,5884,1,9,42,14,2,1.337530386980846,1.926912815735802,No
HAT-P-18 b,2010,5,0,K2,62,4529,0,256,33,11,0,0.4952262506301282,0.7134475734655962,No
HAT-P-19 b,2010,4,0,K1,92,4716,0,9,34,12,0,0.579833972930078,0.835337667325814,No
HAT-P-1 b,2006,4,0,G0 V,166,5706,1,344,38,14,0,1.2353887934656478,1.7797625547175224,No
HAT-P-26 b,2010,4,0,K1,22,4805,0,213,4,7,0,0.6306721559777978,0.9085776829522978,No
HAT-P-3 b,2007,2,0,K,206,4911,0,206,48,10,0,0.6299464856349206,0.9075322461552724,No
HAT-P-4 b,2007,3,0,F,213,5586,2,229,36,14,0,1.5660429090966013,2.2561193232715935,No
HAT-P-8 b,2008,3,0,F6,406,5926,3,343,35,15,0,1.7330203299358733,2.4966753026239425,No
HD 149026 b,2005,2,0,G0,120,5905,3,247,38,8,0,1.6569280777725155,2.3870530186751338,No
HD 189733 b,2005,2,0,K2 V,359,4778,0,300,22,12,0,0.5607943860973401,0.8079082913419678,No
HD 209458 b,1999,3,0,G0 V,232,5817,1,330,18,15,0,1.2439520994851818,1.7920992793816652,No
HD 97658 b,2010,9,0,K1 V,8,4938,0,168,25,2,4,0.5646816270757178,0.8135084440801773,No
TrES-1 b,2004,3,0,K0 V,266,4956,0,286,36,12,0,0.6742231455379378,0.971319405112971,No
TrES-3 b,2007,1,0,G4 V,607,5376,0,268,37,14,0,0.7538824919138657,1.0860806224423167,No
TrES-4 b,2007,3,0,F8 V,247,5926,5,268,37,18,0,2.1993971472920277,3.1685609472964167,No
WASP-10 b,2008,3,0,K5 V,1001,4401,0,348,31,12,4,0.45635588711679964,0.6574489940425069,No
WASP-17 b,2009,3,0,F4,247,6276,4,239,-28,20,0,1.93109508025088,2.7820316418673374,No
WASP-19 b,2009,0,0,G8 V,366,5342,0,148,-45,15,0,0.9074102013664042,1.3072602784667562,No
WASP-21 b,2010,4,0,G3 V,95,5526,2,347,18,11,0,1.353018258918115,1.9492254145484271,No
WASP-26 b,2010,2,0,G0,270,5760,1,4,-15,13,0,1.3267944843071307,1.9114461402480243,No
WASP-33 b,2010,1,0,A5,665,7156,6,36,37,17,0,2.447956281628934,3.5266476016886954,No
WASP-43 b,2011,0,0,K7 V,565,4126,0,154,-9,10,2,0.36881082316183744,0.5313272196654716,No
WASP-45 b,2011,3,0,K2 V,306,4876,0,5,-35,10,1,0.6475952541801928,0.9329579401229466,No
WASP-46 b,2011,1,0,G6 V,607,5326,0,318,-55,13,1,0.8390805562164289,1.208821192360182,No
WASP-4 b,2007,1,0,G8,376,5126,0,353,-42,14,0,0.7758962581203999,1.1177947491932851,No
WASP-5 b,2008,1,0,G5,502,5426,1,359,-41,12,1,1.0299203928022622,1.4837545549585707,No
WASP-8 b,2010,8,0,G8 V,807,5326,0,359,-35,12,2,0.8918743160677437,1.2848785092171138,No
XO-1 b,2006,3,0,G1 V,263,5476,0,240,28,12,0,0.8635821508165425,1.2441194084608964,No
XO-2 N b,2007,2,0,K0 V,179,5066,0,117,50,11,0,0.8615959669856824,1.2412580132243138,No
XO-3 b,2007,3,0,F5V,2316,6155,5,65,57,15,8,2.1493327559977993,3.096435694565061,No
XO-4 b,2008,4,0,F5 V,451,6123,3,110,58,14,0,1.7672730609096723,2.546021490889876,No
KELT-2 A b,2012,4,0,F8,540,6053,4,92,30,15,0,2.107675064103559,3.036421551210773,No
GJ 3470 b,2012,3,0,M1.5,13,3326,0,119,15,4,0,0.16229444587206648,0.2338094526431897,No
WASP-57 b,2012,2,0,G6,204,5326,0,223,-2,11,0,0.9479897844947001,1.3657212446984337,No
WASP-52 b,2012,1,0,K2 V,146,4726,0,348,8,14,0,0.6343130660676997,0.9138229591579548,No
WASP-80 b,2012,3,0,K7-M0 V,170,3869,0,303,-2,11,0,0.28794109867311873,0.41482227141223454,No
WASP-103 b,2014,0,0,F8 V,473,5836,2,249,7,17,0,1.5339233461804263,2.2098462830315766,No
WASP-8 c,2013,4323,5,G8 V,3003,5416,0,359,-35,12,8,0.8918743160677437,1.2848785092171138,No
WASP-96 b,2014,3,0,G8,152,5266,1,1,-47,13,0,0.9892445297617198,1.4251548830955214,No
WASP-98 b,2014,2,0,G7,293,5199,0,58,-34,12,0,0.6313986622606453,0.9096243240460313,No
WASP-101 b,2014,3,0,F6,162,6106,2,98,-23,16,0,1.5481165641530004,2.230293738935452,No
WASP-117 b,2014,10,0,F9,95,5766,1,36,-50,11,0,1.307084478317112,1.8830509250737915,No
WASP-69 b,2014,3,0,K5,92,4426,0,315,-5,12,0,0.5562930798035092,0.8014234855614325,No
K2-3 b,2015,10,0,M V,5,3570,0,172,-1,2,3,0.2311019752344242,0.332937002520188,No
K2-3 c,2015,24,0,M V,2,3570,0,172,-1,1,3,0.2311019752344242,0.332937002520188,No
K2-3 d,2015,44,0,M V,2,3570,0,172,-1,1,17,0.2311019752344242,0.332937002520188,No
WASP-74 b,2015,2,0,F9,228,5716,2,304,-1,15,0,1.5111363669616862,2.1770182271489666,No
K2-18 b,2015,32,0,M2.5 V,8,3183,0,172,7,2,4,0.15163646708331874,0.21845503818069986,No
GJ 1132 b,2015,1,0,M4.5 V,1,2996,0,153,-47,1,6,0.06306721559777978,0.09085776829522978,No
K2-26 b,2016,14,0,M1.0 V,7,3511,0,94,24,2,2,0.21101030120663133,0.30399193738329056,No
WASP-76 b,2016,1,0,F7,292,5976,4,26,2,20,0,2.107675064103559,3.036421551210773,No
WASP-121 b,2016,1,0,F6 V,367,6502,4,107,-39,19,0,2.0012606561105275,2.8831156610892297,No
K2-18 c,2017,8,0,M2.5 V,7,3183,0,172,7,2,2,0.15163646708331874,0.21845503818069986,No
GJ 1132 c,2018,8,0,M4.5 V,2,2996,0,153,-47,1,4,0.06306721559777978,0.09085776829522978,No
HAT-P-11 c,2018,3407,4,K4,731,4506,0,297,48,13,1,0.4980852229751306,0.7175663512556504,No
Kepler-61 b,2013,59,0,K7 V,5,3743,0,295,42,2,2,0.3117479866848539,0.44911965864105746,No
Kepler-26 b,2011,12,0,M0 V,5,3640,0,284,46,2,1,0.2813867590662814,0.40537976370546913,No
Kepler-94 b,2014,2,0,M0 V,10,4507,0,281,47,3,1,0.47076444779342697,0.6782066833588377,No
Kepler-125 b,2014,4,0,M1 V,6,3536,0,298,47,2,2,0.2066824768499685,0.29775705831192134,No
Kepler-249 b,2014,3,0,M2 V,1,3294,0,296,43,1,5,0.17053112511667234,0.24567562252614986,No
Kepler-32 e,2012,2,0,M1 V,2,3626,0,297,46,1,4,0.21542874797090023,0.310357371603394,No
Kepler-26 d,2014,3,0,M0 V,1,4212,0,284,46,1,5,0.2813867590662814,0.40537976370546913,No
Kepler-249 d,2014,15,0,M2 V,3,3294,0,296,43,1,4,0.17053112511667234,0.24567562252614986,No
Kepler-32 d,2012,22,0,M1 V,7,3626,0,297,46,2,2,0.21542874797090023,0.310357371603394,No
Kepler-138 e,2022,38,0,M1 V,0,3567,0,290,43,0,4,0.22558159207119194,0.32498406390395546,No
Kepler-49 c,2012,10,0,M1 V,5,3700,0,292,40,2,1,0.2593006810386593,0.37356146094763026,No
Kepler-26 c,2011,17,0,M0 V,6,3640,0,284,46,2,1,0.2813867590662814,0.40537976370546913,No
Kepler-49 d,2014,2,0,M1 V,3,3978,0,292,40,1,4,0.2593006810386593,0.37356146094763026,No
TrES-2 b,2006,2,0,G0 V,473,5576,1,286,49,15,0,0.9961016452554868,1.4350335848076712,No
Kepler-49 e,2014,18,0,M1 V,3,3978,0,292,40,1,4,0.2593006810386593,0.37356146094763026,No
Kepler-138 b,2014,10,0,M1 V,0,3567,0,290,43,0,1,0.22558159207119194,0.32498406390395546,No
Kepler-138 c,2014,13,0,M1 V,2,3567,0,290,43,1,3,0.22558159207119194,0.32498406390395546,No
Kepler-236 b,2014,8,0,M1 V,3,3476,0,283,39,1,4,0.2316347203076124,0.3337045015759393,No
Kepler-26 e,2014,46,0,M0 V,6,4212,0,284,46,2,2,0.2813867590662814,0.40537976370546913,No
Kepler-125 c,2014,5,0,M1 V,0,3536,0,298,47,0,4,0.2066824768499685,0.29775705831192134,No
Kepler-138 d,2014,23,0,M1 V,2,3567,0,290,43,1,3,0.22558159207119194,0.32498406390395546,No
Kepler-32 f,2012,0,0,M1 V,0,3626,0,297,46,0,4,0.21542874797090023,0.310357371603394,No
Kepler-22 b,2011,289,0,G5 V,9,5322,0,289,47,2,5,0.7661320969855687,1.103728012909196,Yes
Kepler-236 c,2014,23,0,M1 V,4,3476,0,283,39,2,3,0.2316347203076124,0.3337045015759393,No
Kepler-205 b,2014,2,0,M1 V,2,4047,0,285,41,1,4,0.31717843902098364,0.4569430384338343,No
Kepler-249 c,2014,7,0,M2 V,2,3294,0,296,43,1,4,0.17053112511667234,0.24567562252614986,No
Kepler-49 b,2012,7,0,M1 V,8,3700,0,292,40,2,3,0.2593006810386593,0.37356146094763026,No
HAT-P-11 b,2008,4,0,K4,26,4506,0,297,48,4,1,0.49636786504025626,0.7150922399785342,No
Kepler-205 c,2014,20,0,M1 V,3,4047,0,285,41,1,4,0.31717843902098364,0.4569430384338343,No
7 CMa b,2011,735,1,K1 III,587,4552,11,99,-19,13,1,3.241930180101885,4.6704858989109885,No
HD 164509 b,2010,280,0,G5,140,5585,1,270,0,14,0,1.0947215248041215,1.5771102894854145,No
CoRoT-7 b,2009,0,0,G9 V,4,5001,0,100,-1,1,9,0.6836025237881135,0.9848318040310197,No
HAT-P-50 b,2015,3,0,F5,429,6006,4,118,12,14,0,1.908990017658797,2.750185989001481,No
Qatar-7 b,2019,2,0,F4 V,597,6113,3,358,37,19,0,1.8230713136530812,2.6264072296764445,No
Kepler-210 b,2014,2,0,M0 V,8,4285,0,292,43,2,1,0.38001755325460457,0.5474721925561356,No
HD 86226 c,2020,3,0,G1 V,7,5589,1,149,-24,2,3,1.0358661881166846,1.4923203634834628,No
HIP 99770 b,2023,18600,16,A5-A6,5117,7726,13,303,36,12,15,3.550615604590649,5.115193478094207,No
HAT-P-20 b,2010,2,0,K3,2302,4321,0,111,24,9,13,0.41572262167801916,0.5989106904037261,No
HAT-P-22 b,2010,3,0,G5 V,785,5028,0,155,50,12,2,0.8361874736981205,1.2046532737575302,No
HD 17674 b,2017,623,1,G0 V,276,5630,1,42,30,13,0,1.2072679113263216,1.7392502129333656,Yes
HD 177830 c,2010,110,0,K0,47,4675,4,286,25,7,0,2.09799117682541,3.0224704614381306,No
HD 179079 b,2008,14,0,G5 IV,25,5372,2,287,-2,5,0,1.4767387037348982,2.127463242269202,No
bet Pic b,2008,8617,10,A5V,3727,7765,8,86,-51,18,3,2.8562989315494343,4.114926337635349,No
HD 175167 b,2009,1276,2,G5 IV/V,2037,5361,2,285,-69,12,5,1.611772187651318,2.3219991969246605,Yes
HD 72659 c,2022,18207,13,G2 V,5977,5658,2,128,-1,12,18,1.4699537057103893,2.1176884365710076,No
HD 196050 b,2002,1378,2,G3 V,1446,5605,1,309,-60,12,3,1.286185642832036,1.852943022986387,No
HD 142 b,2001,351,1,G1 IV,396,5971,2,1,-49,13,0,1.6455218651151344,2.37062066127791,No
HD 32963 b,2015,2372,3,G5 IV,657,5453,1,76,26,13,1,1.026369309820312,1.4786386881534013,No
HD 185269 b,2006,6,0,G0 IV,321,5649,4,294,28,13,0,2.1198428050358213,3.0539510041257483,No
HAT-P-33 b,2011,3,0,F4,292,6172,4,113,33,20,0,1.9422434138115152,2.7980924858086667,No
TOI-1260 d,2022,16,0,K6 V,11,3953,0,157,65,3,2,0.34261285779798617,0.4935851274504626,No
LP 714-47 b,2020,4,0,M0.0 V,30,3676,0,64,-12,4,1,0.26109806749266656,0.3761508652907154,No
HD 10180 c,2010,5,0,G1 V,13,5637,1,24,-60,3,1,1.1635998522261988,1.6763398345693485,No
GJ 3512 c,2020,1599,1,M5.5 V,63,2807,0,130,59,9,0,0.03778362806023449,0.05443297426580508,No
HD 206255 b,2019,96,0,G5 IV/V,34,5361,4,325,-50,6,0,2.019778092971269,2.909792801847193,No
HD 113538 b,2010,663,1,K9 V,114,4188,0,196,-52,13,0,0.28595892609222984,0.4119666549819144,No
HD 11964 b,2005,1945,3,G9 V CN+1,198,5029,2,29,-10,14,0,1.6173486762812743,2.3300329638674233,No
HD 20781 c,2019,13,0,K0 V,5,4982,0,50,-28,2,2,0.6672731615711311,0.9613069124584845,No
GJ 357 b,2019,3,0,M2.5 V,1,3231,0,144,-21,1,5,0.1203105348312203,0.17332534175735842,No
HD 125595 b,2009,9,0,K4 V,6,4417,0,215,-40,2,2,0.4686014816300773,0.6750906066993988,No
K2-238 b,2018,3,0,G2 V,273,5356,2,347,-7,14,0,1.4431240269157783,2.0790362665607938,No
TOI-1860 b,2022,1,0,G V,2,5478,0,226,64,1,5,0.8546802284457127,1.2312948562353903,No
Kepler-428 b,2014,3,0,K1 V,403,4876,0,290,40,12,1,0.6085603561641589,0.8767223241099006,No
HD 133131 A b,2016,649,1,G2 V,451,5525,0,225,-27,13,0,0.9349828770350749,1.346982846736788,No
HD 212771 b,2009,380,1,G8 IV,759,4729,15,336,-17,13,1,3.7437225676027075,5.39339297580856,No
HD 141399 e,2014,5000,5,K0,209,5326,1,236,46,14,0,1.2017210191288836,1.7312590840836688,No
HD 147018 b,2009,44,0,G9 V,674,5167,0,245,-61,13,1,0.8040881417387303,1.1584093792403192,No
HD 1502 b,2011,428,1,K0,874,4673,11,4,14,13,2,3.245664739527211,4.67586609100818,No
HD 99492 b,2004,17,0,K2 V,22,4541,0,171,3,5,0,0.5518279039682799,0.7949907311169979,No
HD 155358 b,2007,194,0,G0,314,5631,1,257,33,13,0,1.3452520341716256,1.9380370048199016,No
NGTS-18 b,2021,3,0,G5 V,129,5336,1,180,-35,13,0,1.3010789706529478,1.8743990919672562,No
HD 3167 b,2016,0,0,K0 V,4,4987,0,8,4,1,5,0.6987207768293118,1.006611911473946,No
Kepler-91 b,2013,6,0,K3,257,4276,16,285,44,15,0,3.9066423831987866,5.628103367187425,No
K2-24 b,2016,20,0,G9 V,19,5351,1,242,-24,5,0,1.1436777113790904,1.6476390073665816,No
K2-240 c,2018,20,0,M0.5 V,3,3536,0,227,-17,1,3,0.2194338674224398,0.3161273459343285,No
K2-240 b,2018,6,0,M0.5 V,4,3536,0,227,-17,2,3,0.2194338674224398,0.3161273459343285,No
HIP 79431 b,2009,111,0,M3 V,667,2917,0,243,-18,13,1,0.16025207344895182,0.23086710932530188,No
HIP 105854 b,2014,184,0,K2 III,2606,4506,46,321,-37,12,7,6.520841700321697,9.394248956165402,No
HD 7924 d,2015,24,0,K0.5 V,6,4801,0,20,76,2,2,0.5919753969594067,0.8528292068011943,No
HIP 109384 b,2016,499,1,G5,495,4906,0,332,71,13,1,0.6603948189851618,0.9513976299412901,No
K2-111 b,2017,5,0,G2,5,5501,1,59,21,1,5,1.3146303593590307,1.8939218966997238,No
HD 8574 b,2002,227,0,F8,645,5790,2,21,28,13,1,1.4699537057103893,2.1176884365710076,No
HD 86950 b,2016,1270,2,K1 III,1144,4531,36,150,-17,13,2,5.745180231132095,8.276792455586241,No
HD 181234 b,2019,7593,7,G8 IV,2980,5112,0,289,-9,12,8,0.8507533294981031,1.2256375702537772,No
HD 190228 b,2022,1143,2,G5 IV,1598,5086,4,300,28,12,4,2.1271771413583775,3.0645172139049155,Yes
HD 90156 b,2009,49,0,G5V,17,5325,0,155,-29,4,1,0.8087301932399387,1.165096949568478,No
HD 95089 b,2009,464,1,G8/K0 IV,400,4644,13,164,1,13,0,3.5018993321698146,5.045010392478877,No
HD 99109 b,2005,439,1,G8/K0 IV,139,5008,0,171,-1,14,0,0.7821745075483287,1.126839507653218,Yes
HAT-P-25 b,2010,3,0,G5,180,5245,0,48,25,12,0,0.8003936923148547,1.153086971606633,No
HATS-22 b,2017,4,0,K V,870,4529,0,174,-29,10,3,0.4532143552870657,0.6529231470018125,No
NGTS-21 b,2022,1,0,K3 V,750,4386,0,311,-35,14,1,0.5126295740737586,0.7385196670092975,No
WASP-142 b,2016,2,0,F8,266,5736,3,140,-23,17,0,1.7210903018990573,2.4794883107320285,No
TOI-1201 b,2021,2,0,M2.0 V,6,3202,0,42,-14,2,2,0.17571290442351184,0.2531407515817985,No
HD 85512 b,2011,58,0,K5 V,3,4026,0,147,-43,1,3,0.3906642383198786,0.5628103367187424,No
HD 96063 b,2011,362,1,G6 V,403,4746,12,166,-2,13,0,3.398628206161129,4.896232870757831,No
HD 98219 b,2011,433,1,K0 III/IV,624,4651,11,169,-23,13,1,3.190095301322448,4.595809993829185,No
